id,datum,start_datum,end_datum,zeit,titel,prenom,referent,postnom,art,ort,youtube,podcast,Zusammenfassung,kursnummer,institution_ort,zoom_link,meeting_id,homepage_link,parent_id,parent_titel,is_subevent,z_kommentare
242,2026-03-17,2026-03-17,2026-03-17,,Wege des Friedens: Auschwitz - die Vollendung,"[""P. Dr. "", ""Sr. ""]","[""Lukasz Steinert"", ""Nicoletta Braus""]","[""OCD"", ""ST""]",Online Vortrag,über Zoom,https://www.youtube.com/watch?v=rM1D4UgwOXo,https://www.buzzsprout.com/870355/episodes/18906033-auschwitz-die-vollendung-wege-des-friedens-auf-den-spuren-edith-steins.mp3,"Der zweite Vortrag führt nach Auschwitz, den Ort des Martyriums Edith Steins. Das Vernichtungslager erinnert an die unzähligen jüdischen und anderen Opfer des terroristischen und kriegerischen Wahns im Herzen Europas. Im Blick auf die Vollendung ihres Lebens- und Glaubensweges widmen wir uns der Spiritualität und dem christlichen Engagement Edith Steins. Dabei fragen wir, wie sie als Christin der menschenfeindlichen Ideologie, der Verblendung der Vielen und dem Krieg begegnete – und wie ihr Zeugnis Zeichen des Friedens und der Hoffnung für kommende Generationen setzen kann.", ,,,,https://www.edith-stein-gesellschaft.at/content/view/full/10954?id=19764&caleventId=43429#event/19764/43429,,,0,
243,2026-04-16,2026-04-16,2026-04-16,,Braucht Glaube Mut?,Prof. ,Ingeborg Gabriel,,Vortrag,Karmelzentrum Wien,https://www.youtube.com/watch?v=c3yQCv0Jb00&list,https://www.buzzsprout.com/870355/episodes/19058030-braucht-glaube-mut-zur-tapferkeit-als-lebenshaltung-ingeborg-gabriel.mp3,"Sieht man sich die Bibel und das Leben der Heiligen an, ist die Antwort ein klares JA. In der Glaubenspraxis vieler (oft auch die eigene) scheint der Glaube jedoch eher wie eine zerbrechliche Statue, die man (am Sonntag) hervorholt, aber sonst auf-bewahrt, damit sie keinen Schaden nimmt. Wie sieht also jener Mut aus, der zum Glauben gehört? Wie verbindet er sich mit anderen Eigenschaften, vor allem der Hoffnung? Es sind diese Fragen, denen ich im Vortrag allgemein und anhand der Lebensgeschichte von Edith Stein mit euch nachgehen möchte.", ,,,,https://www.edith-stein-gesellschaft.at/content/view/full/10954?id=19802&caleventId=43599#event/19802/43599,,,0,
244,2026-05-05,2026-05-05,2026-05-05,,"""Freiheit und Gnade"" - ein Gang durch ein Frühwerk Edith Steins",Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,Karmelzentrum Wien,https://www.youtube.com/watch?v=QRzH7Xv7AlQ,https://www.buzzsprout.com/870355/episodes/19208665-prof-gerl-falkovitz-freiheit-und-gnade-ein-gang-durch-ein-fruhwerk-edith-steins.mp3,"Der frühe Aufsatz „Freiheit und Gnade“ (1921) geht über die körperlich festgelegte Natur des Menschen deutlich hinaus. Edith Stein nimmt Freiheit als Schlüsselbegriff menschlichen Daseins. Aber wie ist Freiheit überhaupt möglich angesichts der menschlichen Nähe zum Tier? Selbsterkenntnis und Selbstdistanz ermöglichen jenen Abstand zur eigenen „Natur“, das Wählenkönnen, die Zustimmung oder Ablehnung des eigenen Trieblebens, die dem Tier nicht möglich ist. Doch ist Autonomie noch nicht die entscheidende Gestalt von Freiheit. Der mündige Mensch hat sich letztlich durchringen gegen die Grundversuchung aller Autonomie: die Selbsthabe. Sie bleibt solange leer, bis sie in die freie Hingabe mündet: an die göttliche Fülle. Dorthin wird ein Weg gezeichnet.", ,,,,https://www.edith-stein-gesellschaft.at/content/view/full/10954?id=19824&caleventId=43748#event/19824/43748,,,0,
245,2026-06-02,2026-06-02,2026-06-02,,Verfolgt und dennoch gesegnet: Christen in Nigeria,Pf. Dr. ,Ndubueze Fabian Mmagu,,Vortrag,Karmelzentrum Wien,https://www.youtube.com/watch?v=qifPGQUSOMI,https://www.buzzsprout.com/870355/episodes/19329786-verfolgt-und-dennoch-gesegnet-christen-in-nigeria-ndubueze-fabian-mmagu.mp3,"Der Weltverfolgungsindex 2026 zeigt Nigeria auf Platz 7 der am stärksten von Christenverfolgung betroffenen Länder weltweit – ein Land mit ungeheuerlicher Brutalität radikaler Gruppen gegen Christinnen und Christen. Diese Gewalt ist keine Relikt der Frühzeit des Christentums, sondern bittere Gegenwart: Von der Verfolgung unmittelbar nach der Auferstehung Jesu bis zu den Diokletianischen Verfolgungen im 3. Jahrhundert zieht sich ein roter Faden, der heute in Nigeria weitergeführt wird. Er lädt zur dringenden Bewusstseinsbildung und zu praktischer Solidarität ein. Der Referent Pf. Dr. Ndubueze Fabian Mmagu, in Nigeria geboren, dort aufgewachsen und bis zu seiner Übersiedlung nach Österreich 1983 ausgebildet, spricht aus tiefster persönlicher Nähe.", ,,,,https://www.edith-stein-gesellschaft.at/content/view/full/10954?id=19878&caleventId=43793#event/19878/43793,,,0,
246,2026-07-11,2026-07-11,2026-07-11,,Edith Stein als Briefeschreiberin: ihre innere Rede mit Gott und den Mitmenschen,Dr. ,Pia Lilienstein,,Vortrag,Karmelzentrum Wien,,,"Mit unserem veränderten Medienverhalten verliert das Schreiben von Briefen seine Bedeutung. Zu Edith Steins Lebzeiten war es noch eine selbstverständliche und nicht aus dem Alltag wegzudenkende Möglichkeit, über Entfernungen hinweg miteinander im Gespräch zu bleiben. Wenn man die Briefe von Edith Stein liest, darf man an ihrer Hälfte eines Dialoges teilhaben, an ihrer inneren Zugewandtheit zu Freunden sowie an ihrer inneren Auseinandersetzung mit vielfältigsten Themen ihres Lebens. Diese Selbstmitteilungen von Edith Stein berühren durch ihre Authentizität und lassen Einblicke in ihr damaliges Erleben und in ihre im allgemeinen eher verschlossene Persönlichkeit zu. Kardinal Newman meinte einmal, dass „das wahre Leben eines Menschen in seinen Briefen steckt“. Edith Stein hat seine Briefe wiederum ins Deutsche übertragen und selbst regelmäßig Briefe geschrieben, um ihre Freundschaften und Familienbeziehungen zu pflegen. Der Vortrag möchte dazu anregen, über das Briefeschreiben im Allgemeinen und den innerlichen Bewusstseinszustand beim Schreiben von Briefen im Besonderen nachzudenken sowie über Edith Stein als Briefeschreiberin.", ,,https://us02web.zoom.us/meeting/register/K2hZiBhDQCO9cVc4kONmcQ,,https://www.edith-stein-gesellschaft.at/content/view/full/10954?id=19877&caleventId=43927#event/19877/43927,,,0,
247,2026-08-09,2026-08-09,2026-08-09,,"""Der Angst die Liebe entgegensetzen"" (Hildegard Therese Schmitz)",P. ,Paul Weingartner,OCD,Edith Stein Fest,Karmelitenkirche Wien,,,Im Bemühen um Treue sich selbst und Gott gegenüber werden wir zur Liebe befreit. Dabei helfen uns Edith Steins Erfahrung und Vorbild, ,,,,,,,0,
248,2026-08-23_2026-08-29,2026-08-23,2026-08-29,,Postfaktisch? Über die Zukunft der Wahrheit,"[""Prof. Dr. "", ""Dr. "", ""Dr. "", ""Prim. Dr. "", ""Prof. Dr. ""]","[""Sarah Spiekermann-Hoff"", ""Monika Adamczyk-Enriquez"", ""Pia Lilienstein"", ""David Oberreiter"", ""Tonke Dennebaum""]","["""", """", """", "" MBA"", """"]",Sommerakademie,"Teresianum, Rom, Italien",,,, ,,,,https://es-sommerakademie.karmel.at,,,0,
248_1,2026-08-24,2026-08-24,2026-08-24,,"Wahrheit in der Technik, Wirtschaft und Produktinnovation",Prof. ,Sarah Spiekermann-Hoff,,Seminar,"Teresianum, Rom, Italien",,,"Welchen Beitrag kann die materiale Wertethik (Scheler, Hartmann) und Wahrnehmungspsychologie (Fuchs) zum Thema „Wahrheit in der Technik, Wirtschaft und Produktinnovation“ leisten? An diesem Tag geht es zunächst um die Art, wie Schelers materiale Wertethik in ein „Value-based Engineering“ für IT und KI Produkte übersetzt worden ist. Hier wird die philosophische Wertontologie für IT Design vorgestellt, wie sie heute im ISO-Standard 24748-7000 verankert ist und weltweit genutzt wird. Ein kleiner IT Design Workshop rahmt diesen Teil ein. Ferner wird das Theme Werte in der Ökonomie besprochen und wie ein Wertverständnis im Sinne Schelers fundamental abweicht zu dem, was wir heute in der Ökonomie als Wert begreifen. ", ,,,,https://es-sommerakademie.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Sommerakademie 2026,1,
248_2,2026-08-25,2026-08-25,2026-08-25,,Wahrheit. Für immer verloren?,Prof. Dr. ,Tonke Dennebaum,,Seminar,"Teresianum, Rom, Italien",,,"Kann man heute noch von „Wahrheit“ sprechen? Zeigen nicht Philosophie und Naturwissen-schaft, dass wir davon lieber die Hände lassen sollten? Und doch ist die Sehnsucht nach Wahrheit heute groß – aber auch verführerisch und vielleicht sogar gefährlich. Wie also kann ein Bekenntnis zur Wahrheit aussehen, das klar und eindeutig ist, und zugleich den Heraus-forderungen der pluralen Welt gerecht wird? ", ,,,,https://es-sommerakademie.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Sommerakademie 2026,1,
248_3,2026-08-26,2026-08-26,2026-08-26,,Zur Beziehung von Werterkenntnis und personaler Verwirklichung bei Scheler und Stein,Dr. ,Monika Adamczyk-Enriquez,,Seminar,"Teresianum, Rom, Italien",,,"Max Scheler, einer der bedeutendsten Vertreter der philosophischen Axiologie im 20. Jahrhundert, entwickelte eine grundlegende Beschreibung von Werten und ihrer Hierarchie und betonte dabei ihren idealen Charakter. Zugleich zeigte er die erkenntniserschließende Rolle des Fühlens und der personalen Akte für die Erfassung von Werten auf.
 Edith Stein greift Schelers Ansatz auf, verschiebt jedoch den Akzent. Während bei Scheler die Beziehung zwischen Person und Werten primär in einer erkenntnistheoretischen Perspektive erscheint, richtet Stein den Blick stärker auf die Person selbst als Ort der Aneignung und Verwirklichung von Werten. Ihr Interesse gilt der inneren Struktur der Person, der Verantwortlichkeit sowie den Bedingungen personaler Reifung und Entwicklung. Die Teilnehmenden erhalten einen Einblick in die Gemeinsamkeiten und Unterschiede beider Ansätze und werden eingeladen, darüber nachzudenken, wie Werte im eigenen Leben erkannt, angeeignet und verwirklicht werden können.", ,,,,https://es-sommerakademie.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Sommerakademie 2026,1,
248_3,2026-08-27,2026-08-27,2026-08-27,,Schönheit und Wahrheit – umstrittene Werte in Philosophie und Kunst,Dr. ,Pia Lilienstein,,Seminar,"Teresianum, Rom, Italien",,,"Rom gilt als Geburtsstätte des Barock, jener Kunstepoche, die Schönheit dynamischer, intensiver, sinnlicher und dramatischer als je zuvor inszenierte und die die christliche Weltanschauung und Offenbarung in eindrucksvolle Kunstwerke übersetzte. Die Künstlerinnen und Künstler um 1900 brachen vehementer noch als diejenigen des 19. Jahrhunderts mit dieser Kunst- und Bildauffassung. Friedrich Nietzsche z.B. rebellierte gegen die platonische Trias des Guten, Wahren und Schönen und schrieb „Die Wahrheit ist hässlich: Wir haben die Kunst, damit wir nicht an der Wahrheit zu Grunde gehen“. Edith Stein, als Zeitgenossin der Klassischen Moderne hingegen schrieb an Roman Ingarden, dass sie es im Leben mit der Kultur und in der Kunst mit der Schönheit hielte und in beidem die Harmonie suche, also im Grunde das Ordnende, Erhabene und Transzendente. 
 Der moderne Zweifel am Wert der Schönheit und an der Wahrheit von Bildern wird mit den digitalen Sehgewohnheiten und dem Bildmedium der KI-generierten Bilderwelten zu einer Selbstverständlichkeit. Gleichzeitig schärft sich in der Kunst das Bewusstsein für den Wert leiblicher Wahrnehmungen und ästhetischer Erfahrungen als Erkenntniszugänge. Der Rückblick in vergangene Kunstepochen und ein Vergleich von Edith Stein mit Künstlerinnen ihrer Generation könnte interessante Impuls für das aktuelle Nachdenken über diese Fragen geben. 
 Neben dem philosophisch-kunsthistorischen Teil soll es auch die Gelegenheit geben, gemeinsam die durch Architektur und künstlerischen Inszenierung verdichtete, ästhetisch-spirituelle Atmosphäre eines barocken Kirchenbau zu erkunden.", ,,,,https://es-sommerakademie.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Sommerakademie 2026,1,
248_4,2026-08-28,2026-08-28,2026-08-28,Samstagnachtag,Der Einfluss der Psyche auf die Umsetzung von Werthaltungen,Prim. Dr. ,David Oberreiter, MBA,Seminar,"Teresianum, Rom, Italien",,,"Innerpsychische Vorgänge beeinflussen einerseits das Erkennen von Werten als auch die Fähigkeit, jene Werte zu verwirklichen. Es gibt psychische Zustände, die es erschweren oder gar unmöglich machen, Wahrheiten zu erkennen und sich gemäß diesen zu verhalten. Andere psychische Aspekte hingegen sind förderlich für die Verwirklichung von Werten. Begünstigende psychischen Faktoren sollten im Fokus der eigenen Entwicklung stehen.",,,,,https://es-sommerakademie.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Sommerakademie 2026,0,
249,2026-10-23_2026-10-24,2026-10-23,2026-10-24,,Postfaktisch? Über die Zukunft der Wahrheit,"[""Prof. Dr. "", ""Dr. "", ""Dr. "", ""Prim. Dr. "", ""HS-Prof. Dr. ""]","[""Sarah Spiekermann-Hoff"", ""Monika Adamczyk-Enriquez"", ""Pia Lilienstein"", ""David Oberreiter"", ""Małgorzata Bogaczyk-Vormayr""]","["""", """", """", "" MBA"", """"]",Tagung,Erzbischöfliches Palais,,,, ,,,,https://tagung.karmel.at,,,0,
249_1,2026-10-23,2026-10-23,2026-10-23,19.00 Uhr,"Wahrheit in der Technik, Wirtschaft und Produktinnovation (Arbeitstitel)",Prof. ,Sarah Spiekermann-Hoff,,Vortrag,Erzbischöfliches Palais,,,"Welchen Beitrag kann die materiale Wertethik (Scheler, Hartmann) und Wahrnehmungspsychologie (Fuchs) zum Thema „Wahrheit in der Technik, Wirtschaft und Produktinnovation“ leisten? An diesem Tag geht es zunächst um die Art, wie Schelers materiale Wertethik in ein „Value-based Engineering“ für IT und KI Produkte übersetzt worden ist. Hier wird die philosophische Wertontologie für IT Design vorgestellt, wie sie heute im ISO-Standard 24748-7000 verankert ist und weltweit genutzt wird. Ein kleiner IT Design Workshop rahmt diesen Teil ein. Ferner wird das Theme Werte in der Ökonomie besprochen und wie ein Wertverständnis im Sinne Schelers fundamental abweicht zu dem, was wir heute in der Ökonomie als Wert begreifen. ", ,,,,https://tagung.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Tagung 2026,0,
249_2,2026-10-24,2026-10-24,2026-10-24,9.30 Uhr,Die Person zwischen Wertempfang und Wertverwirklichung. Zur Beziehung von Person und Wert bei Scheler und Stein,Dr. ,Monika Adamczyk-Enriquez,,Vortrag,Erzbischöfliches Palais,,,"Max Scheler gehört zu den bedeutendsten Vertretern der phänomenologischen Wertethik. Edith Stein greift seine Überlegungen auf, entwickelt sie jedoch in entscheidenden Punkten weiter. Der Vortrag geht der Frage nach, worin dieser eigenständige Beitrag Edith Steins besteht. Im Mittelpunkt stehen das Verhältnis von Person und Wert, die Bedeutung des Wertempfangs und der Wertverwirklichung sowie die Frage, wie Werte das personale Leben prägen. Dabei wird deutlich, dass Edith Stein die Wertphilosophie Schelers nicht nur übernimmt, sondern sie im Horizont ihrer eigenen Anthropologie und ihres Personverständnisses weiterführt.", ,Edith Stein Archiv Köln,,,https://tagung.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Tagung 2026,0,
249_3,2026-10-24,2026-10-24,2026-10-24,Samstagvormittag,Ethos - Eidos - Imagination: Wahrheit als Wiedererinnerung,HS-Prof. Dr. ,Małgorzata Bogaczyk-Vormayr,,Vortrag,Erzbischöfliches Palais,,,, ,Universität Posen,,,https://tagung.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Tagung 2026,0,
249_4,2026-10-24,2026-10-24,2026-10-24,Samstagnachtag,Schönheit und Wahrheit – umstrittene Werte in Philosophie und Kunst,Dr. ,Pia Lilienstein,,Vortrag,Erzbischöfliches Palais,,,"Rom gilt als Geburtsstätte des Barock, jener Kunstepoche, die Schönheit dynamischer, intensiver, sinnlicher und dramatischer als je zuvor inszenierte und die die christliche Weltanschauung und Offenbarung in eindrucksvolle Kunstwerke übersetzte. Die Künstlerinnen und Künstler um 1900 brachen vehementer noch als diejenigen des 19. Jahrhunderts mit dieser Kunst- und Bildauffassung. Friedrich Nietzsche z.B. rebellierte gegen die platonische Trias des Guten, Wahren und Schönen und schrieb „Die Wahrheit ist hässlich: Wir haben die Kunst, damit wir nicht an der Wahrheit zu Grunde gehen“. Edith Stein, als Zeitgenossin der Klassischen Moderne hingegen schrieb an Roman Ingarden, dass sie es im Leben mit der Kultur und in der Kunst mit der Schönheit hielte und in beidem die Harmonie suche, also im Grunde das Ordnende, Erhabene und Transzendente. 
 Der moderne Zweifel am Wert der Schönheit und an der Wahrheit von Bildern wird mit den digitalen Sehgewohnheiten und dem Bildmedium der KI-generierten Bilderwelten zu einer Selbstverständlichkeit. Gleichzeitig schärft sich in der Kunst das Bewusstsein für den Wert leiblicher Wahrnehmungen und ästhetischer Erfahrungen als Erkenntniszugänge. Der Rückblick in vergangene Kunstepochen und ein Vergleich von Edith Stein mit Künstlerinnen ihrer Generation könnte interessante Impuls für das aktuelle Nachdenken über diese Fragen geben. 
 Neben dem philosophisch-kunsthistorischen Teil soll es auch die Gelegenheit geben, gemeinsam die durch Architektur und künstlerischen Inszenierung verdichtete, ästhetisch-spirituelle Atmosphäre eines barocken Kirchenbau zu erkunden.", ,Universität Nürnberg-Erlangen,,,https://tagung.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Tagung 2026,0,
249_5,2026-10-24,2026-10-24,2026-10-24,Samstagnachtag,Der Einfluss der Psyche auf die Umsetzung von Werthaltungen,Prim. Dr. ,David Oberreiter, MBA,Vortrag,Erzbischöfliches Palais,,,"Innerpsychische Vorgänge beeinflussen einerseits das Erkennen von Werten als auch die Fähigkeit, jene Werte zu verwirklichen. Es gibt psychische Zustände, die es erschweren oder gar unmöglich machen, Wahrheiten zu erkennen und sich gemäß diesen zu verhalten. Andere psychische Aspekte hingegen sind förderlich für die Verwirklichung von Werten. Begünstigende psychischen Faktoren sollten im Fokus der eigenen Entwicklung stehen.",,Kepler Universitätsklinikums Linz,,,https://tagung.karmel.at,,Postfaktisch? Über die Zukunft der Wahrheit: Edith Stein Tagung 2026,0,
